ID,Event 1,Event 2,Label
106098,She (suggest) bringing his teacher a gift,He (tell) his mom,2
103037,I (put) on all my scuba gear,I (find) a spot that looked lucky,2
101868,The man (dig) through his pockets,The stranger (come) up to the man,2
107238,I (tell) him no,He (order) me around,2
102689,She (become) a good tennis player,They (take) tennis lessons all winter,2
104110,They never (marry) had kids,He (take) him to the movies,2
102456,He (buy) a sandwich,He (feel) a rumble in his belly,2
105630,They (get) in trouble in class,He (forget) to wrote his essay,2
108521,She (sew) them quickly,They (buy) some new fabric,2
105499,Nobody (give) him any,The man (beg) for money,2
107622,He (feel) discouraged because therapy was difficult,He (go) to therapy,2
105034,They (cut) himself with the saw,They (get) close to the blade,2
106277,I (decide) to cherish him forever,I (spend) every day with him,2
101225,They (decide) to adopt the cat,A cute cat (get) her attention,2
104614,They (take) the snake away,Animal control (come) to Danny 's house,2
108361,He (drop) the pizza,He (eat) a slice of pizza,2
104732,I (send) him to his mom,I (see) what he wanted for Xmas,2
100218,She (feel) so proud,They (work) around the clock for weeks,2
105952,They (walk) off of the skating area,She (take) off her skates,2
105125,They safely (land) the trick,They (try) to do the trick,2
102294,They (go) to a local farm,The class (go) on a field trip,2
102122,The doctor (give) him some medicines,His mother (take) him to the doctor,2
100623,They (swim) for five hours,They (jump) right into the cold water,2
108588,He (join) the new gym in town,The man (decide) to get in shape,2
103851,My wife (tell) him to wear sunscreen,My son (go) to Hull last weekend,2
101340,She (run) to a pavilion,They (look) around for shelter,2
107117,They (tell) the authorities,The campers (escape) from the fire,2
107668,He (fish) all day,He (get) to his favorite fishing hole,2
100015,He (slide) into second base,He (join) an adult baseball team,2
106182,She (put) them in the fridge,They (make) some drinks,2
106649,He (get) in a fight,My friend (decide) one fateful night,2
107076,She (see) her finger was all red,They (yelp) in pain,2
100331,The bank (turn) him down immediately,He (go) to the bank,2
106438,They (start) screaming the baby was ok,The wind (blow) over the stroller,2
103768,He (grab) my purse,Someone (run) past me,2
107329,The day got dark wind (start) blowing,A storm (start) blowing into my town,2
107006,They (look) up in amazement,They (decorate) Scott 's room together,2
105842,They (decide) to look for a job,Her youngest child (move) out,2
108880,None of them (reciprocate) his flirtations,He (hit) on a few,2
103265,I (decide) to spice up my fruit,I (cut) a pineapple in half,2
105606,I (listen) to the whole thing,They (give) me a new CD yesterday,2
104188,They (go) to the spelling bee anyway,They (catch) the flu,2
105072,She (fall) constantly wanted to give up,They (go) down a beginner trail,2
105412,They just (end) a ten year affair,The man 's wife (threaten) a divorce,2
102107,He (start) to choke on his food,He (gulp) down his food without chewing,2
105233,She (leave) the disappointing festival,She (see) only two trucks,2
104538,He (bring) me one once,He (try) to get a discount,2
100479,A man (approach) me with confidence,I (sit) outside of the cafeteria,2
104759,She (look) so much better,She (cut) them off,2
101533,Our cat (eat) in the afternoon,We (go) away all day yesterday,2
104857,She (walk) around the aisles,She (decide) to go to the bookstore,2
100453,He (drive) right through a red light,He (drive) when he was drunk,2
103930,He (see) his friend,They (visit) Lou in the hospital,2
102786,I (hurt) my ankle very badly,I was jogging I (trip),2
101696,He (call) her back,She (call) his phone a lot,2
100544,They (clean) up the sand,He (track) sand into the house,2
105409,He (pretend) to fire the receptionist,He (decide) he wanted everybody 's attention,2
106464,Her son (refuse) to take the blame,She (blame) the son,2
101410,She (land) in Texas,She (decide) to move states,2
101797,He (decide) to work through the pain,He really (mess) up his leg,2
101322,They (nail) the recital piece,She (feel) so nervous,2
100754,They (win) first place,She (finish) the race,2
102952,Major scars (appear) on my arms,I (walk) between classes,2
104620,Otis (change) his tire,He (pull) out his spare tire,2
105661,He (prepare) his home and yard,His home (suffer) only minimal damage,2
104234,She (schedule) an x ray,I (tell) my dentist about the pain,2
106781,She (start) to do drugs,His mother and father (split) up,2
102271,They all (giggle) at the new phrases,They (sit) in a circle,2
102291,They (decide) to try badminton,The gym class always (play) interesting games,2
104227,She (reverse) her friend Tina,They (play) some checkers,2
102632,They (call) the man insulting names,The man (refuse) to reply to Oliver,2
101877,He (build) very strong muscles,He (decide) to begin weight lifting,2
105983,The fan (leave) the encounter feeling happy,A fan (recognize) his voice,2
102485,The wolf (hunt) for food,He (hear) a howl in the distance,2
103573,His swimsuit (start) to fall down,All the kids (go) to the pool,2
106761,We (try) to skate did terribly,We (see) a giant ice skating rink,2
102133,They (drop) the couch they were carrying,They (trip) over a stack of books,2
106645,I (realize) I had made many,I (bake) a huge batch from scratch,2
100161,Mud (ooze) down Jamie 's chin,He (take) a big bite of one,2
105054,He (try) to fall asleep,The man (close) his eyes,2
107942,His eyes (begin) to hurt immediately,They (look) at the sun,2
108231,They all (take) off running,The sprinters (line) up,2
106217,The ball (break) a garage door window,I (miss) one of his throws,2
103991,Ketchup (drip) down his chin,He (shove) them into his mouth,2
105300,We (eat) a lot of food,They (serve) pasta salad,2
108230,He (look) at his arm,He (feel) a sharp sting,2
100027,She (put) on her bathing suit,They (go) to the beach in December,2
100429,They (get) out to push,They (go) mud riding,2
106293,They (become) better and better,They (climb) more mountains,2
100874,The grass (become) nice and green,A man (instal) a sprinkler system,2
103574,The food (start) to burn,She (leave) the stove unattended,2
103396,His wife (take) a bite,He (take) the pizza home,2
101031,They (forget) to add the oregano,She (taste) the chicken,2
106240,He (decide) to take karate lessons,They (watch) a karate tournament,2
103205,I (spend) weeks and weeks practicing,I (buy) my own guitar,2
100411,She (give) her two tylenols,She (ask) her roommate for medicine,2
103212,She never (get) the call,She (wait) all day,2
102644,The waiter (sigh) loudly,The guest (ask) about the specials,2
103931,The government (build) a bridge,The contractors (use) cheap materials,2
104773,The two girls (become) fast friends,Miranda (make) a new friend one day,2
106639,She (play) inside of her playhouse today,Karina (color) inside of her playhouse,2
104636,The lawyer 's advice (protect) the man,The man (follow) the advice,2
102950,He (decide) to get a new one,His current car (break) down,2
105806,Dental care (cost) less in Mexico,I (cross) the border,2
103155,She (point) to the couch,He (wake) to his wife 's screaming,2
103925,He (throw) the shirt away,He (burn) the fabric of the shirt,2
100164,He (drive) through the mountains,They (decide) to take a road trip,2
108222,He (go) back to his house,He (decide) to play hookie,2
104487,He (return) to his home,He (search) everywhere for his cat,2
102796,They (give) birth to an Asian baby,She (start) dating the Doctor,2
103453,The pipes (continue) to leak,He (try) to fix the leak,2
107217,He (head) to the hospital,The pizza (make) him sick,2
100614,I (try) to stand up,I (trip) on a step,2
106722,They (end) up losing over 100 lbs,They (go) on a very strict diet,2
104064,I (adjust) my posture,She (lie) beside me,2
106815,He (turn) up the volume,The man (turn) on his music,2
100263,I (brake) very hard,A truck (swerve) in front of me,2
108798,The weather (turn) rainy,They (drive) to the supermarket,2
107679,She (throw) the ball,I just (run) up to her,2
102798,She (feel) the same for him,He (let) her know,2
104057,She (see) a nice one,She (go) to the apple store,2
100902,My son (name) him Buster,I (get) my son a puppy,2
100599,They (fly) into Chicago,They (agree) to meet up,2
108038,They (become) very popular,He (make) burgers fries potatoes and pizza,2
105558,The noise (scare) the horse,She (clap) with excitement,2
103291,Ella (realize) someone had stolen her purse,She (return) to the car,2
101674,The usher (tell) the manager,They (sit) at their seats,2
101956,She (decide) to improvise,She (get) the ingredients together,2
108964,They all (ignore) her,She (ask) strangers for help,2
101154,His partner (come) to his location,He (call) his partner,2
105395,The developer (knock) down the house,He (sell) his house to a developer,2
107137,They (run) off never to return,He (jump) out to scare them,2
107004,The opponents (score) in the second half,The opponents (play) well,2
102785,I (run) down stairs,I (see) a spider,2
106086,They (get) the job done,He (buy) all the things necessary,2
102789,I (get) to work,I (forgot) to set my alarm,2
107448,He (open) one last present,They (ask) for headphones for Christmas,2
101971,She (remember) lemon oil killed them,They (see) a few gross spiders,2
108020,She (catch) the vase just in time,She instinctively (reach) out her hand,2
107182,The man (realize) his ring was missing,The robot (sweep) the floor,2
106760,She (eat) her appetizer had 2 drinks,She (order) a large appetizer,2
106608,They (win) the talent show,They (sing) for the crowd,2
108618,She (fall) behind on school work assignments,Lidia (decide) to no longer take notes,2
106797,He (ask) for a ride home,They all (live) close were walking,2
102810,They (win) custody of both children,They (go) to court,2
107234,The family (encourage) him,His wife (challenge) him to a rematch,2
103977,He (beg) his parents for one,They (explain) the benefits of having one,2
101380,They (find) the perfect kitten,She (go) to the shelter,2
105674,They (pack) up the boat,Bill and Ed (decide) to go fishing,2
105611,They (throw) the pen away,He (notice) his hands were blue,2
106347,The man (make) his friend a drink,His friend (ask) for one,2
101936,The wave (end) up catching me,I (put) my feet in the water,2
102964,The water (get) cold,He (take) his time in the shower,2
101029,All of their planning (fail) however,A tornado (blow) through town,2
108052,I (feel) rather stupid,I (realize) a shorter way was there,2
100897,They (sail) the oceans had many adventures,He (buy) a yacht,2
101761,He (push) them together down the hill,She (sit) behind her on the sled,2
107066,He (field) questions from his peers,He (go) to his usual spot,2
105850,This (make) John more depressed,He (miss) work many times got fired,2
102463,He (change) the menu of the restaurant,They (buy) a restaurant,2
102615,She (park) the car in the garage,Shanelle (wax) her car,2
108699,He (decide) to see how many licks,They (buy) a lollipop from the store,2
103774,She (wipe) the tv,Her maid (clean) her tv,2
102430,He (dress) himself with care,He (choose) old clothes,2
105819,He (sleep) in a lawn chair,He (camp) out at the theatre,2
106052,They (win) the game by cheating,They (begin) to cheat,2
100992,Someone else (come) to the parking lot,She (go) outside to his car,2
106732,She (pick) out a book on animals,She (get) to look at many books,2
104506,The man (apply) for college,He (pick) five universities to apply,2
107818,The trail (take) them through dark woods,They (approach) a trail heading home,2
103780,She (knock) the TV down,She (continue) to jump,2
105500,She (find) the perfect spot,They (decide) to go camping alone,2
103530,Her mother (catch) her returning,They (sneak) out of the house,2
100757,She (see) he was perfectly fine,His mom (get) home,2
107680,He (give) me back my shorts,I almost (lose) my friend one day,2
104574,We (approach) a curve,My dad (teach) me to drive,2
101908,She (learn) her lesson,She (fall) out of her chair,2
100540,They (call) the cops,His singing practice (irritate) the neighbors,2
101367,He (buy) a container of peanuts,He (walk) to the store,2
107348,They (get) into a mosh pit,He (decide) to go to a concert,2
102610,She (sell) some advertising on her webpage,She (start) a cooking blog website,2
105086,She (win) the second and third,She (win) the first round,2
103337,Henrietta (get) them pierced,She (decide) to get them pierced,2
101272,They eventually (throw) away the food,Everyone (start) to feel queasy,2
100136,They (begin) slowly making their way up,The mountain (loom) on the horizon,2
102002,He (take) that as his cue,The music suddenly (blare) through the speakers,2
103067,They (talk) to a very nice salesman,They (head) to the dealership,2
104148,I (shuffle) through the assorted flavors,I (open) my freezer,2
105809,His pride (forbid) him from killing innocents,He (wander) the streets looking for work,2
103027,They (play) for hours,They (remind) them all of the rules,2
107604,He (start) to steal,He (linger) to long in a store,2
105434,He (start) the washer,He (forget) to turn on the washer,2
102240,He (wait) for six hours,He (arrive) at the airport,2
106947,An old man (come) by,She (stand) next to her car,2
103972,We (play) ping pong,I (go) to my friends house yesterday,2
101919,She (find) out she was angry,He (ask) Tina to do with him,2
105853,They (go) home within the hour,The procedure (go) well,2
105336,The person (look) away,She (stare) at the person watching,2
108685,They (throw) the ketchup away,He (pour) ketchup from the dispenser,2
100088,He (get) some really great tornado shots,He (get) an amazing view,2
106177,He (call) the cops,The man (hear) about a tragedy,2
101257,She (put) on her shirt her pants,They (iron) the pants,2
103243,The floats (drive) by slowly,The town (gather) on the street,2
103612,She (set) off in her car,She (pack) up her car,2
100159,I (forget) him outside,I always (play) with Tigey,2
107426,His jeans (rip) when he did so,They (stretch) to hit the balloon back,2
101857,He (take) out all the old locks,He (buy) a house,2
100243,They never (win) any money,His wife (urge) him to go,2
107284,She (go) to the mountains,She (decide) to visit colorado,2
100706,They (feel) sad about the milk,He (spill) milk on his table,2
102568,His trainer (watch) him swing,Hart (swing) his golf club,2
103375,Her dad (silence) her siblings,They (start) singing along to the radio,2
104236,He (make) Jill his girlfriend,They (meet) Jill and the two,2
106941,The frisbee (hit) Tom in the head,The kids (throw) the frisbee near Tom,2
106630,He (go) to his park,He (buy) expensive tennis gear and clothes,2
106565,He (start) to feel a little better,They (take) a bunch of medicine,2
107288,The man in 1st (spin) out,The wobbly tire (fly) out,2
103152,The food (get) rave reviews,They (open) up a restaurant,2
107122,She (feed) the caterpillar,April (catch) a caterpillar,2
105328,They (rent) a bike,His friends (suggest) bicycling,2
104054,She (stand) on stage proudly,She (practice) many hours,2
100122,The traffic (let) up,An accident (cause) heavy traffic,2
105276,The man (remove) the rust,The man (sand) off the old paint,2
100008,She (hand) the prescription to the technician,The technician (call) her name,2
103514,They (learn) to never drive without insurance,They (get) into a huge car crash,2
105729,He (pick) up the shoe,His shoe (fall) off,2
108147,She (see) Keanu Reeves,Trisha (go) to a party in LA,2
106846,They (get) to an exposed place,A storm (blow) in fast,2
102763,I (go) with some family members,I (go) to the olympics in 2012,2
100447,They (burst) into tears,He (see) the new young puppy,2
107897,She (give) them one pie each,She (make) excellent pies with them,2
108519,He (jump) in the water,He (step) on a jellyfish,2
106099,He (take) his surfboard from the truck,They (travel) to the beach,2
104716,She (put) out her hand,She (see) a butterfly on the grass,2
107900,Nazareth (try) to gather his sheep,He (see) a wolf in the distance,2
108539,They (see) a feather on the ground,He (look) around in the nearby bushes,2
105122,I (get) the job,The interviewer nearly (faint) from the smell,2
106058,He (try) to make another toast later,The man (make) a toast,2
103292,Ella immediately (reduce) her feeding schedule,She (notice) that the worms were gone,2
100042,They (see) the Pope,The family (visit) Vatican City,2
102413,She (jump) out of her couch,She (hear) a noise outside,2
107766,She (stare) in awe,A beautiful butterfly (come) out,2
104945,They (arrive) at the hotel,His company (pay) for a hotel room,2
107369,He (open) up the refrigerator,He (go) in the kitchen,2
104409,He (stop) eating the candy,He (notice) pain in his tooth,2
103123,She (realize) the necklace was gone,The woman (put) on a necklace,2
103622,He (give) the word to his son,The man (write) a word down backwards,2
107068,I (buy) a book on the subject,He (tell) me to buy a book,2
100176,The drive (get) very boring,They (set) out on a Sunday,2
103318,The squirrel (climb) back up the tree,The squirrel (chew) on some grass,2
100467,That (become) very popular,I (raid) my cupboards for ingredients,2
107187,They (refuse) to give him any,They (try) to call,2
108137,Daniel (sell) his treasure,He (find) a treasure,2
105350,Cal (get) the job,He (take) his drug test,2
104605,He (reinforce) the truck with sheet metal,The man (buy) a truck,2
102210,He (explain) that he was ill,They (feel) sick and very tired,2
106479,He (look) for his paper,The man (go) out to his mailbox,2
106068,He (let) the fish go,The man (feel) bad,2
108058,They (go) to the fair,Her parents (take) her Saturday,2
106723,She (call) for an ambulance,The grandmother (start) having a heart attack,2
105405,The Best Buy employee (recommend) the iPhone,All the phones (look) great,2
102106,He (forget) to take his indigestion medicine,They (go) eat with a few buddies,2
108031,I (get) to the first class,I (fight) through my anxiety,2
106659,They (get) through the gate,He (go) to the zoo together,2
103478,The kids (get) there,She (drop) them off an hour early,2
108155,He (get) very drunk,He (decide) to drink at the bar,2
105413,I (see) someone talking about scammers,I (open) Reddit this morning,2
102377,She (feel) flushed and nervous,He (smile) at her,2
106805,He (look) for his mom,The boy (get) scared,2
108221,He (receive) a rude awakening,Cops (show) up at his office door,2
108195,I (play) a 1600 opponent,I (get) to 1400,2
108777,They (start) eating their hot dog lunches,They (sit) at the lunch table together,2
104449,I (go) to the intermediate slopes,I (try) the easy slopes first,2
107871,My dog (notice) the cat,A small cat (walk) across the street,2
104359,She (win) 1st place,She (enter) a typing contest,2
103793,He (go) into the confession booth,The man (go) to church,2
101057,I (cut) the tube in half,I (press) the toothpaste tube,2
103136,The leader (lead) the man astray,The man (choose) to serve the leader,2
102140,She (call) the restaurant for a delivery,She (decide) to order a pizza,2
108425,He will (learn) how to drive,He (tell) him to relax,2
108480,He (regret) leaving college,He (begin) dropping them,2
105053,They (see) whis first bald eagle,He (go) to Yellowstone,2
104885,The car (stop) running,The dust (clog) his air intake,2
103056,The team (get) quiet,The man (blow) the whistle,2
100267,They (search) for over an hour,They (drive) to the mountains,2
106064,He (brandish) his boomerang,The perpetrator (turn) down an alley,2
102797,They (find) himself attracted to Dani,They (meet) at summer camp,2
103497,They finally (visit) Todd,She (meet) Todd over the internet,2
103726,She (enjoy) coloring to unwind,She (grab) her coloring books,2
103875,He instantly (feel) more confident and macho,They (go) to the barber shop,2
108885,He (get) his flight license,He (decide) to go to flight school,2
107360,She (die) in childbirth,She (go) into labor,2
100291,She (shutter) her windows,The radio (announce) a bad storm,2
108775,He (take) him to the emergency room,He (scrape) his forehead on a rock,2
108312,I (name) the car John Doe,I always (name) all of my cars,2
103172,They (board) the plane full of anticipation,A friend (suggest) she fly to Thailand,2
100364,He (hire) a young new doctor,They (decide) to retire,2
100036,He (take) the stage,He (give) himself a pep talk,2
102506,He (sit) in the hole,He (fill) the hole with water,2
101872,They (move) in together,He (date) his girlfriend for several years,2
104807,His gas completely (run) out,He (decide) to go home,2
103865,The doctors (declare) him dead,He (fall) from a ladder,2
108131,They (find) out by accident,She (snoop) through his phone,2
106044,He (bite) into something hard,The man (chew) his food,2
105767,She (fall) off her sled,They (decide) to go sledding one day,2
106579,He (forget) to make any gravy,The man (make) mashed potatoes,2
107827,He (bounce) toward the window,He (start) to lose control,2
100854,He (pay) for their meal,He (order) a margarita,2
108330,The boom (make) the whole house shake,She (hear) a large boom,2
101448,He (feel) great about his new tires,They (buy) four new tires,2
103728,She (dance) the night away,She (go) with her friends,2
102955,She (keep) talking about these bananas,The drugs (wear) off,2
105250,She (buy) fair trade chocolate and coffee,She (decide) to change what she ate,2
101271,Her mom (become) nauseous,We (start) to eat,2
104128,He (fill) his plate 3 times,We (stop) at a restaurant,2
107558,She (help) me heal,I (bring) that little white dog home,2
105010,She (end) up loving them,She (get) red vines,2
101990,We (walk) six miles on the trail,I (go) on a hike,2
102339,She (hit) her head had a concussion,The motorcycle (flip) on the side,2
102359,They instantly (recognize) the quilt,He recently (give) him a special quilt,2
106650,He (manage) to hit the ball,They (hold) the bat with strength,2
105136,She (buy) her plenty of drinks,They (go) to the bar yesterday,2
105452,They (bring) the frog home,He (decide) to get a frog,2
102214,He (try) to blow them out,She (put) five on the cake,2
108952,She (survive) needed psychiatric treatment,She (slit) her wrists,2
106104,That sound (give) his wife the creeps,He (crack) his knuckles,2
104628,Water (get) into her mouth,She (laugh) in the water,2
105628,She (miss) the train,She (wake) up as early as possible,2
101436,He (try) to switch on the TV,They (sit) down on the couch,2
104108,She (wait) for the results,She (schedule) an appointment with her doctor,2
108018,She (accuse) him of stalking,She (see) him miss a bus,2
106189,He (see) a ride he liked,The boy (go) to the carnival,2
107233,The father (get) the lowest score,The family (go) bowling,2
100038,She (decide) on jeans and a sweater,They (plan) a second date,2
106041,He (take) his courses,Albert (decide) to take karate classes,2
105065,The coffee (spill) all over his arm,He (take) a sip,2
105683,He immediately (express) his disgust with management,He (find) a roach in his food,2
104949,They (find) several of them,They (get) to hunt eggs,2
101218,They (run) off got married,Their relationship (seem) great,2
100673,He (drop) his laptop with the repairman,He (go) to the local repair shop,2
108928,We (play) three games,I (lose) the first game,2
106847,Her mom (make) her a dress,Sue (pick) out beautiful material,2
107186,He (check) them hopefully,He (go) into the woods,2
106966,We always (watch) the Electrical Parade,We (go) to Disney,2
104600,He (realize) the alarm never went off,He (use) his phone 's alarm,2
107646,He (ask) to play them a song,He (find) a celeb in the city,2
102253,She (start) walking or running every day,She (buy) a treadmill,2
103838,I (remember) her bright red hair,My uncle (bring) her home,2
105649,The dentist (fill) a cavity for her,She (see) a new dentist,2
102902,A person (walk) towards the seal,The seal (come) onto the beach,2
107756,I never (go) fishing as a child,We (live) in the city,2
102356,The specialist (begin) to install the eyelashes,They (go) to the salon,2
108920,They (hold) a dance,They (go) to a picture party,2
102397,He (pick) one at random,People behind him (start) to fidget,2
101680,They (send) him pictures,They (see) the Grand Canyon,2
100601,She (realize) they were bats,She (wonder) what birds flew at night,2
101314,He (find) the pair for him,They (decide) to stop by the store,2
106962,I (win) two games in a row,I (win) tied the first game,2
105504,She (drive) down the highway drunk,She (leave) to get in her car,2
102080,They eventually (decide) on Montreal,They (google) ideas and suggestions,2
102842,A friend of mine (recruit) me,I (work) for the MBTA,2
102626,She (twirl) the dress around,She (put) on her summer dress,2
101086,She (feel) very satisfied,She (clean) up the dishes,2
100430,I (sleep) with the other one,I (win) two stuffed animals,2
107032,They (go) back home,He (buy) a lottery ticket,2
102775,I (pick) out a nice blue suit,The salesman (take) my measurements,2
105978,He (drive) back to his house,He (pay) for his groceries,2
104655,Her friend (join) her,She (decide) she wanted to go,2
104271,He (threaten) to move away,We (get) into a fight,2
102249,They all (celebrate) prepared for the election,The delegates (gather) at the convention,2
106075,They even (let) him touch the fossils,He (decide) to visit his local museum,2
108313,The dog (run) away,His dog (pull) on the leash,2
100105,He (promise) they 'd help him move,They (apply) to college in another state,2
106424,They (find) them cute and lovable,Her mom (announce) she was getting sisters,2
100752,He (make) himself at home,She (decide) to keep him,2
103580,They (gather) at 2AM,He (join) a local street racing group,2
102415,Its content (pour) on the pavement,She (reach) for her bag,2
104696,He (go) to the doctor for medication,He (realize) he had a seizure,2
101281,They (try) a jump roping class,He (suggest) he try jump roping,2
101359,They (shut) the locker,He (change) his clothes,2
104814,He never (win) the state nationals,He (spot) a gifted child in soccer,2
100389,They (become) much healthier and happier,They (work) very hard,2
105654,I (buy) some aloe gel,I (get) a sunburn,2
101787,She (search) through the dump for hours,A maid (clean) up her hotel,2
105201,This (cause) the fight to get worse,She (keep) texting him throughout the day,2
103134,He (curse) to quietly to himself,He (vomit) on the ground,2
106859,He (yell) for order,The man (stand) in the hall,2
104914,He (lose) his cat that day,The car (hit) the cat,2
103240,He never (tell) his friends,They (go) hunting every year,2
103644,She (peer) at one through the glass,She (find) where the snakes were kept,2
107429,They (name) the new mule Derby,One of his mules (go) into labor,2
101541,We (invite) her into our apartment,Charlotte (live) in the same building,2
101431,They (start) playing together had fun,A new student (come) to the school,2
102577,Her face (look) different to her friends,She (take) the makeup off,2
104912,The man (disagree) with the suggestions,His team (suggest) some changes,2
103824,They (run) off as quickly,I (pull) out my gun,2
102598,She (eat) a nice snack,She (follow) the map to the spot,2
100858,They (bring) him the spicy chicken,They (complain) to the manager,2
103852,They (win) the competition,They (work) for three days,2
107801,He (go) back to his normal diet,He (feel) himself getting sick and weak,2
104784,Our class (win) the pizza party,We (sell) the most during our fundraiser,2
104892,The clerk (order) the part for Chad,He (go) to the parts store,2
105905,They (try) to take Laurie 's money,Laurice (make) a lot of money,2
104787,He finally (find) him,He (try) to find him very hard,2
100586,I (decide) to never crack my knuckles,I (injure) my hand cracking my knuckles,2
104151,This (show) his dominance,The gorilla (swing) through the trees,2
104338,The pen (explode) in his mouth,He (chew) on his pen,2
102746,The entire family (decide) to work together,They all (work) side jobs,2
106992,They (file) a report with the police,He (wake) up to his car alarm,2
106172,He (scream) out in pain,He (hit) his head,2
104673,Her child (get) very sick,Her child (go) to school,2
101166,The sound (startle) Amber,Her friend (open) the door,2
105204,We (get) the book finally,She (call) a nearby store,2
101793,She (become) really scared,She (start) to get on the horse,2
107118,Her husband (feel) warm,The woman (turn) up the heat,2
101394,I (look) all over,I (hear) a loud crash,2
103271,She (franchise) the concept,She (start) her own business,2
105600,He (enter) a bike riding race,He (practice) everyday riding his bike,2
104040,They (play) a game for money,His friend (offer) a bet,2
106163,Many companies (require) them,The cards (improve) employability,2
103092,He never (let) anyone borrow his things,His uncle (break) his minibike,2
104594,He (run) for his life,The bear (charge) Dudley,2
100401,He (cook) up burgers and hot dogs,They (throw) a summer party,2
103081,He (end) up feeling really nauseous,His class (go) whale watching,2
100138,She only (eat) healthy food,The model (work) very hard,2
102194,I (pay) with my credit card,The person who answered (demand) $ 100,2
102113,He (sneak) out to smoke one night,His parents (go) to bed,2
104928,They (complain) was ignored,He (call) the company,2
105515,He usually (avoid) the beach,He (burn) so easily,2
105907,I (notice) two familiar people,I (come) on campus,2
105961,He silently (thank) his mom,He (see) how well prepared he was,2
102897,They (continue) to practice diligently,Her older brother (play) violin,2
106681,They (enjoy) the sunset,They (take) a swim in the ocean,2
100198,She (embezzle) from her employer,She (walk) into work on Monday,2
104727,An older sister (watch) them,Their mother T (work),2
100293,The employees (stare) at me weirdly,I (go) to pick up the food,2
101068,They all (start) playing,The neighbors (decide) to get together,2
101661,A loud bark (echo) through her room,She (lay) down in bed,2
108725,She (walk) to the pond,Mary (go) to the park,2
104577,He (turn) around immediately,They (hear) a noise,2
106581,He (sit) at his seat,The man (set) dinner on the table,2
101456,We (treat) him out to dinner afterward,He (get) his diploma,2
103093,They (try) to run away,Their neighbor (come) over,2
108431,An old vase (catch) his eye,They (stroll) casually through the antique shop,2
103494,Ronda (run) to her car,She (go) to leave,2
104411,She (unload) her groceries,Mira (go) grocery shopping,2
103419,The helmet (feel) tight,The man (put) on the helmet,2
103675,She (forget) to bring her toothbrush,She (go) out with her family,2
102824,He (agree) to go,They (tease) him mercilessly,2
105003,The foot rest (go) out,I (push) down on the chair,2
105603,She (start) talking to herself,She (ignore) the boy,2
107320,They (jump) from the roof,They (tell) all the friends to come,2
106006,They (bring) Randy the wrong order,He (ask) his hotel for room service,2
107097,He (open) up a pawn shop,He (decide) to open a new shop,2
106101,She (bite) into the steak,He (cook) them both steak and potatoes,2
101654,They (eat) 5 plates of food,They (go) to an Indian buffet,2
101995,They (end) up with a black eye,She (fall) flat on her face,2
106711,He (look) under him,He (hear) a crack,2
101153,Chase (use) the laptop every day now,Chase (receive) the laptop for his birthday,2
105200,The van (go) flying in a ditch,They (lose) control of the Van,2
106694,The producer (give) the band a trophy,The band (make) a record,2
108867,He (wear) them to work,They (buy) new underwear,2
105873,He (receive) his results,He (try) to finish before everyone,2
105070,He (invest) the money,The man (inherit) some money,2
101285,He (pack) up all his dirty laundry,He (discover) his washing machine had broken,2
105727,He (wake) up very sick today,He (drink) forty beers in 2 days,2
107052,I (yell) for help,The saw (cut) my arm,2
105755,They (go) out on the boat,They (decide) to go a week before,2
100451,They (go) to the pet store,Nicole (decide) to get a snake,2
104647,The waiter (recommend) the pasta,She (go) to a pizza restaurant,2
102840,Some dirt (fly) up from his tire,The man (ride) downhill on his bike,2
106213,The couple (go) searching for berries,They (hear) noises from their spot,2
102563,His friends (arrive) within an hour,He (summon) his friends,2
105191,He (fail) the class,The man (miss) some class,2
108665,She (come) in second place,She (go) to her state finals,2
107722,A show (give) him an idea,He (sit) at home,2
107884,He (mess) up a few times,He (play) the guitar,2
104313,He finally (heal) his knee,They (go) to therapy,2
103605,He (get) a bad stomachache,He (eat) all his sweets and chocolates,2
108148,They finally (decide) to get engaged,They (date) for four years,2
107922,She (ground) him for a month,She finally (find) him,2
107991,He suddenly (feel) a slight pop,He (feel) a pull on his line,2
107888,They (chug) the energy drink,They (stop) for an energy drink,2
108891,He (feel) his ankle break,He (take) a wrong step,2
104074,A cop (stop) him,The man (drive) fast,2
104749,He (go) fishing in the swamp,They (go) on a fishing trip,2
100439,She (turn) the lights down low,He (pour) a glass of wine,2
102573,His boss (commend) Herbert on the input,They (become) more involved in meetings,2
100877,He (regret) cancelling his gym membership,They (begin) to gain weight,2
103845,We (lay) out all the ingredients,We (decide) to have a pizza party,2
106175,They (purchase) all the necessary equipment,They recently (decide) to challenge herself,2
104893,He (hear) nothing back,An agent (call) him,2
103912,They (look) just as good,She (look) in the mirror,2
103165,He (buy) some tanning time,The man (go) to the tanning salon,2
101634,They (approach) the front,They (continue) to move slowly,2
100034,He (choose) the ford mustang,He (decide) to head to the dealership,2
107193,The man (sit) down with her,The woman (feel) sick,2
102396,None (appeal) to him,He (try) a few samples,2
103045,He (crush) the ball with his racket,The first player (eye) up his shot,2
104491,He soon (become) hot,The man (put) on his jacket,2
100427,He (put) an ad in the paper,They (decide) to become a computer technician,2
103575,Ani (hear) the alarm,The smoke alarm (go) off,2
104712,Ellen (wish) she never had to leave,She (smell) the salt air,2
